artist;song;duration_ms;year;tempo;genre;energy;key;loudness
BTS;Boy With Luv (feat. Halsey);229773;2019;119.991;pop;0.862;11;-4.757
The Corrs;Breathless;207506;2000;126.988;pop, Folk/Acoustic;0.82;11;-7.754
Rich Homie Quan;Flex (Ooh, Ooh, Ooh);176674;2015;163.993;hip hop, pop;0.615;6;-7.534
Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284160;2003;127.932;pop, R&B;0.465;8;-9.711
Macklemore;Glorious (feat. Skylar Grey);220454;2017;139.994;hip hop, pop;0.794;0;-5.126
Aaliyah;Rock The Boat;275026;2019;92.988;hip hop, pop, R&B;0.72;5;-5.209
A$AP Rocky;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);233786;2013;95.967;hip hop;0.693;1;-6.87
Years & Years;King;215360;2015;119.977;pop, Dance/Electronic;0.848;4;-4.125
P!nk;Raise Your Glass;202960;2010;122.019;pop;0.709;7;-5.006
Fifth Harmony;All In My Head (Flex) (feat. Fetty Wap);210573;2016;95.04;pop;0.791;0;-5.194
Carl Thomas;I Wish;226760;2000;89.824;pop, R&B;0.666;1;-4.929
DJ Khaled;I'm On One;296146;2011;149.33;hip hop, pop;0.807;11;-3.499
BØRNS;Electric Love;218173;2015;120.063;rock, pop;0.858;6;-6.536
Eminem;Cleanin' Out My Closet;297840;2002;148.015;hip hop;0.758;9;-4.753
Rae Sremmurd;Black Beatles;291893;2016;145.926;hip hop, pop;0.632;0;-6.163
Timbaland;Carry Out (Featuring Justin Timberlake);232466;2009;115.68;hip hop, pop, R&B;0.574;10;-6.693
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Olly Murs;Wrapped Up (feat. Travie McCoy);185640;2014;121.989;pop, Dance/Electronic;0.848;1;-4.696
Cobra Starship;Good Girls Go Bad (feat. Leighton Meester);196413;2009;119.964;pop, Dance/Electronic;0.874;0;-3.716
Craig David;Rise & Fall (feat. Sting);287226;2002;83.373;hip hop, pop, R&B;0.589;6;-7.51
PSY;Gangnam Style (강남스타일);219493;2012;132.067;pop;0.937;11;-2.871
Drake;Hotline Bling;267066;2016;134.966;hip hop, pop, R&B;0.628;2;-7.863
ScHoolboy Q;Collard Greens;299960;2014;153.972;hip hop, pop;0.571;11;-4.871
Pitbull;International Love (feat. Chris Brown);227280;2011;120.05;hip hop, pop, latin;0.855;0;-3.035
Bob Sinclar;Rock This Party - Everybody Dance Now;245466;2006;128.009;pop, Dance/Electronic;0.823;5;-3.708
Jennifer Lopez;All I Have (feat. LL Cool J);254466;2002;83.066;hip hop, pop, R&B;0.669;1;-5.265
Pretty Ricky;Grind With Me;237733;2005;136.518;hip hop, pop, R&B;0.538;1;-5.952
Kelly Clarkson;Behind These Hazel Eyes;198973;2004;90.048;pop, R&B;0.889;9;-4.682
JAY-Z;03' Bonnie & Clyde;205560;2002;89.64;hip hop;0.678;9;-5.148
Selena Gomez;Come & Get It;231986;2013;79.979;pop;0.787;7;-4.1
Audioslave;Like a Stone;293960;2002;107.849;rock, metal;0.568;7;-5.477
Rae Sremmurd;Powerglide (feat. Juicy J) - From SR3MM;332300;2018;173.948;hip hop, pop;0.831;1;-4.75
Mis-Teeq;All I Want - Sunship Radio Edit;207400;2004;134.079;pop, Dance/Electronic;0.919;9;-3.07
Lil Nas X;Old Town Road - Remix;157066;2019;136.041;hip hop, pop;0.619;6;-5.56
Pia Mia;Do It Again;207746;2015;95.95;pop, R&B;0.564;8;-6.527
Fetty Wap;Trap Queen;222093;2015;148.075;hip hop, pop;0.873;7;-3.803
Dua Lipa;Don't Start Now;183290;2019;123.941;pop;0.793;11;-4.521
Brandy;Another Day in Paradise - R&B-Version;271626;2002;102.043;hip hop, pop, R&B;0.787;6;-5.176
Carly Rae Jepsen;Call Me Maybe;193400;2012;120.021;pop, Dance/Electronic;0.58;7;-6.548
Diddy;I Need a Girl (Pt. 1) [feat. Usher & Loon];268800;2005;89.279;hip hop, pop;0.707;6;-5.758
Chris Brown;Forever;278573;2008;120.005;hip hop, pop, R&B;0.82;11;-4.456
Blue;U Make Me Wanna - Radio Edit;222400;2003;158.108;pop;0.736;7;-6.228
Lemar;If There's Any Justice;229080;2004;89.993;R&B;0.665;6;-5.348
Meek Mill;All Eyes on You (feat. Chris Brown & Nicki Minaj);223973;2015;77.521;hip hop, pop;0.658;11;-5.288
Katie Melua;The Closest Thing to Crazy;252466;2003;127.831;pop, easy listening, jazz;0.219;4;-13.2
Roger Sanchez;Another Chance;452906;2000;127.993;Dance/Electronic;0.82;3;-10.029
Céline Dion;A New Day Has Come - Radio Remix;259773;2001;91.969;pop;0.691;6;-5.103
Trey Songz;Bottoms Up (feat. Nicki Minaj);242013;2010;74.008;hip hop, pop, R&B;0.601;1;-5.283
Swedish House Mafia;One (Your Name) - Radio Edit;163246;2010;125.061;pop, Dance/Electronic;0.673;9;-6.572
Bob Sinclar;Love Generation - Radio Edit;207613;2005;128.04;pop, Dance/Electronic;0.812;1;-5.758
P.O.D.;Youth of the Nation;256240;2001;97.867;rock, metal;0.86;8;-7.533
Madonna;Don't Tell Me;280973;2000;99.965;pop;0.618;7;-7.338
Omarion;Post to Be (feat. Chris Brown & Jhene Aiko);226580;2014;97.448;hip hop, pop, R&B;0.676;10;-5.655
Eminem;River (feat. Ed Sheeran);221013;2017;90.09;hip hop;0.749;8;-5.916
Westlife;Mandy;199320;2003;105.678;pop;0.636;5;-5.08
DJ Snake;Middle;220573;2016;104.981;hip hop, pop, Dance/Electronic;0.7;9;-5.331
Rae Sremmurd;No Type;200080;2015;125.01;hip hop, pop;0.486;6;-7.803
Nicki Minaj;Starships;210626;2012;125.008;hip hop, pop;0.716;11;-2.457
Jason Derulo;Whatcha Say;221253;2010;144.036;hip hop, pop;0.711;11;-5.507
Beyoncé;Single Ladies (Put a Ring on It);193213;2008;193.437;pop, R&B;0.584;1;-5.293
Justin Bieber;What Do You Mean?;205680;2015;125.02;pop;0.567;5;-8.118
Spiderbait;Black Betty - Edit;205973;2004;124.047;rock;0.865;7;-6.476
O-Zone;Dragostea Din Tei;215431;2004;130.103;pop;0.965;0;-3.947
Hayden James;NUMB;217296;2019;147.932;pop, Dance/Electronic;0.558;10;-7.046
David Guetta;Turn Me On (feat. Nicki Minaj);199680;2012;127.96;hip hop, pop, Dance/Electronic;0.793;8;-2.266
Red Hot Chili Peppers;Can't Stop;269000;2002;91.455;rock;0.938;9;-3.442
Christina Aguilera;Come on over Baby (All I Want Is You) - Radio Version;203333;1999;118.903;pop;0.915;8;-3.205
The Prodigy;Omen;216026;2009;140.002;rock, pop, Dance/Electronic;0.953;7;-5.172
Missy Elliott;Gossip Folks (feat. Ludacris);234893;2002;121.732;hip hop, pop, R&B;0.538;0;-5.264
Craig David;Fill Me In;257200;2000;132.493;hip hop, pop, R&B;0.744;8;-6.981
Rob Thomas;Lonely No More;226640;2005;171.79;pop, Folk/Acoustic;0.896;9;-3.152
Lil Wayne;How To Love;240306;2011;153.992;hip hop, pop;0.661;11;-6.093
Nick Jonas;Close;234213;2016;123.996;pop;0.623;6;-5.273
OneRepublic;Rich Love (with Seeb);201256;2017;104.592;pop;0.872;1;-3.641
Bridgit Mendler;Ready or Not;200946;2012;93.043;pop;0.872;2;-3.835
Maroon 5;This Love;206200;2002;95.051;pop;0.862;5;-4.612
DB Boulevard;Point Of View - Radio Edit;231166;2018;129.006;Dance/Electronic;0.715;6;-6.854
Kehlani;Nights Like This (feat. Ty Dolla $ign);201787;2019;146.163;hip hop, pop, R&B;0.725;8;-5.131
Red Hot Chili Peppers;The Adventures of Rain Dance Maggie;282400;2011;106.254;rock;0.734;4;-4.523
Britney Spears;I'm Not a Girl, Not Yet a Woman;231066;2001;78.996;pop;0.543;3;-6.857
Coldplay;In My Place;226680;2002;144.636;rock, pop;0.588;9;-5.455
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Kris Allen;Live Like We're Dying;212506;2009;92.011;pop;0.893;0;-2.948
Las Ketchup;The Ketchup Song (Aserejé) - Spanglish Version;213973;2002;184.819;set();0.923;1;-6.777
The Weeknd;"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack";252226;2014;119.844;pop, R&B;0.381;2;-5.922
Jay Sean;Do You Remember;210306;2009;125.846;hip hop, pop, R&B;0.668;11;-4.892
Trey Songz;Can't Help but Wait;206413;2007;94.977;hip hop, pop, R&B;0.699;8;-5.564
Chingy;Right Thurr;250746;2003;92.074;hip hop, pop, R&B;0.749;2;-3.977
99 Souls;The Girl Is Mine;216613;2016;118.991;Dance/Electronic;0.943;9;-3.6
Polo G;Pop Out (feat. Lil Tjay);166560;2019;168.112;hip hop;0.639;1;-7.119
Mike Posner;Cooler Than Me - Single Mix;213293;2010;129.965;hip hop, pop, Dance/Electronic;0.82;7;-4.63
David Guetta;Gettin' Over You (feat. Fergie & LMFAO);188000;2010;129.944;hip hop, pop, Dance/Electronic;0.913;10;-5.077
Sean Paul;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;243880;2006;95.824;hip hop, pop;0.761;8;-3.04
Flo Rida;Good Feeling;248133;2012;128.011;hip hop, pop;0.89;1;-4.444
Erykah Badu;Bag Lady;348893;2000;151.181;hip hop, R&B;0.416;5;-8.964
Rita Ora;Anywhere;215064;2017;106.93;hip hop, pop, Dance/Electronic;0.797;11;-3.953
Ginuwine;In Those Jeans;243306;2003;127.683;hip hop, pop, R&B;0.541;1;-5.873
Jonas Blue;Fast Car;212424;2015;113.945;pop, Dance/Electronic;0.57;9;-6.994
Beyoncé;Baby Boy (feat. Sean Paul);244826;2003;91.025;pop, R&B;0.488;1;-9.17
Sugababes;Freak Like Me;195866;2002;91.868;pop, R&B;0.919;5;-3.451
Post Malone;rockstar (feat. 21 Savage);218146;2018;159.801;hip hop;0.52;5;-6.136
Lily Allen;Not Fair;201213;2009;121.491;pop;0.861;5;-6.982
Emma Bunton;What Took You So Long?;241000;2001;118.011;pop;0.772;9;-5.4
David Guetta;Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack);192560;2014;85.979;hip hop, pop, Dance/Electronic;0.73;9;-4.091
Zay Hilfigerrr;Juju on That Beat (TZ Anthem);144244;2016;160.517;set();0.887;1;-3.892
All Time Low;Dear Maria, Count Me In;182826;2007;181.04;rock;0.895;2;-3.126
Adam Lambert;Ghost Town;208330;2015;119.955;pop;0.736;4;-5.709
Owl City;Fireflies;228346;2009;180.114;rock, pop;0.662;3;-6.797
Colby O'Donis;What You Got;243013;2008;119.974;hip hop, pop, R&B;0.641;1;-6.718
The Neighbourhood;Sweater Weather;240400;2013;124.053;rock, pop;0.807;10;-2.81
Danity Kane;Damaged;244266;2008;120.01;pop, R&B;0.653;8;-5.158
Mis-Teeq;Scandalous - U.S. Radio Edit;238840;2004;99.971;pop, Dance/Electronic;0.668;0;-3.935
Akon;I Wanna Love You;247066;2006;99.989;pop;0.45;0;-9.387
Fatman Scoop;Be Faithful;164506;2009;101.129;hip hop;0.713;7;-6.488
Chris Brown;Ayo;225226;2015;98.031;hip hop, pop, R&B;0.563;6;-5.095
Gwen Stefani;Cool;189333;2004;112.019;pop, R&B;0.721;2;-3.52
Snoop Dogg;Sensual Seduction;245520;2007;120.163;hip hop, pop;0.829;11;-3.973
Travis Scott;Antidote;262693;2015;131.05;hip hop, Dance/Electronic;0.526;1;-5.046
3OH!3;Starstrukk;203093;2010;139.896;hip hop, pop, rock;0.795;11;-6.086
Robyn;Dancing On My Own;288670;2010;117.015;pop, Dance/Electronic;0.865;6;-4.663
Taio Cruz;Higher;187626;2010;128.027;hip hop, pop;0.907;8;-5.069
Black Eyed Peas;Imma Be;257560;2009;92.035;hip hop, pop;0.517;0;-6.963
One Direction;What Makes You Beautiful;199986;2012;124.99;pop;0.787;4;-2.494
Skillet;Monster;178013;2009;134.992;rock, pop, metal;0.957;8;-2.336
Black Eyed Peas;Boom Boom Pow;251440;2009;130.048;hip hop, pop;0.857;9;-5.892
Usher;DJ Got Us Fallin' In Love (feat. Pitbull);220800;2010;119.963;hip hop, pop, R&B;0.861;7;-3.398
Linkin Park;What I've Done;205613;2007;120.119;rock, metal;0.93;5;-5.285
Sam Sparro;Black & Gold - Radio Edit;212360;2008;135.968;pop, Dance/Electronic;0.703;4;-5.65
Migos;Slippery (feat. Gucci Mane);304041;2017;141.967;hip hop, pop;0.675;1;-5.661
Kid Ink;Show Me (feat. Chris Brown);217800;2014;98.098;hip hop, pop;0.508;7;-7.299
Shawn Mendes;Mercy;208733;2017;148.127;pop;0.674;4;-4.882
Dido;White Flag;240040;2003;169.951;pop;0.525;5;-6.823
Oasis;Go Let It Out;278666;2000;84.192;Folk/Acoustic, rock;0.849;2;-5.631
Jamie Foxx;Blame It;289746;2008;176.052;hip hop, pop, R&B;0.614;7;-5.426
Kygo;It Ain't Me (with Selena Gomez);220780;2017;99.968;pop, Dance/Electronic;0.533;0;-6.596
Marshmello;One Thing Right;181823;2019;88.042;pop, Dance/Electronic;0.625;4;-2.253
Chris Brown;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);222586;2011;146.155;hip hop, pop, R&B;0.677;11;-6.128
Bobby Shmurda;Hot N*gga;194561;2014;167.879;hip hop, pop;0.51;9;-7.314
Bruno Mars;Just the Way You Are;220734;2010;109.021;pop;0.841;5;-5.379
Rihanna;Work;219320;2016;91.974;hip hop, pop, R&B;0.534;11;-6.238
Lana Del Rey;High By The Beach;257573;2015;131.988;pop;0.486;11;-11.067
Case;Missing You;284666;2001;86.31;hip hop, pop, R&B;0.579;1;-6.417
Luis Fonsi;Despacito (Featuring Daddy Yankee);228200;2017;177.833;pop, latin;0.786;2;-4.757
The Pussycat Dolls;Buttons;225560;2005;210.851;pop, R&B;0.817;2;-4.338
OneRepublic;Good Life;253306;2009;94.988;pop;0.69;6;-7.804
Bow Wow;Bounce With Me (feat. Xscape) - Edited Album Version;175893;2000;72.016;hip hop, pop, R&B;0.75;8;-5.153
Becky G;Shower;206166;2014;119.987;pop, latin;0.529;2;-7.548
Usher;Yeah! (feat. Lil Jon & Ludacris);250373;2004;105.018;hip hop, pop, R&B;0.791;2;-4.699
Arctic Monkeys;Do I Wanna Know?;272394;2013;85.03;rock;0.532;5;-7.596
Baby Boy Da Prince;The Way I Live - Main Explicit;324906;2006;90.02;hip hop, pop;0.438;0;-7.562
Sigala;Wish You Well;205653;2019;124.975;pop, Dance/Electronic;0.895;5;-3.787
5 Seconds of Summer;Easier;157492;2019;175.813;pop;0.428;5;-5.604
Linkin Park;BURN IT DOWN;230253;2012;110.006;rock, metal;0.972;9;-4.45
Leona Lewis;Bleeding Love;262466;2007;104.036;pop, R&B;0.656;5;-5.886
Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);263773;2010;131.497;hip hop, pop;0.595;1;-6.366
Musiq Soulchild;Halfcrazy;254493;2002;101.955;pop, R&B;0.77;11;-6.057
Jax Jones;You Don't Know Me - Radio Edit;213946;2016;124.007;hip hop, pop, Dance/Electronic;0.669;11;-6.054
Twenty One Pilots;Stressed Out;202333;2015;169.977;rock;0.637;4;-5.677
Kevin Rudolf;Let It Rock;231173;2008;113.172;hip hop, pop;0.783;7;-4.41
Taylor Swift;Style;231000;2014;94.933;pop;0.791;7;-5.595
Frankie J;Don't Wanna Try;245293;2003;130.127;hip hop, pop, R&B;0.433;5;-7.577
Kylie Minogue;In Your Eyes;197826;2001;123.971;pop, Dance/Electronic;0.894;6;-6.342
Just Jack;Starz In Their Eyes;295933;2006;123.802;Dance/Electronic;0.8;3;-6.731
Ed Sheeran;Don't;219840;2014;95.049;pop;0.608;1;-7.008
Justin Bieber;One Time;215866;2009;145.999;pop;0.853;1;-2.528
Nelly Furtado;Turn Off The Light;276106;2000;180.184;hip hop, pop, latin;0.679;2;-6.26
50 Cent;Outta Control - Remix;247506;2005;92.029;hip hop, pop;0.599;8;-5.996
The Chainsmokers;This Feeling;197946;2018;105.049;pop, Dance/Electronic;0.571;1;-7.906
Justin Timberlake;What Goes Around.../...Comes Around (Interlude);448573;2006;76.0;pop;0.723;7;-4.751
Felix Jaehn;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);186146;2018;117.971;hip hop, pop, Dance/Electronic;0.566;2;-6.959
iann dior;gone girl;136568;2019;94.956;hip hop, pop;0.714;11;-5.637
Bone Thugs-N-Harmony;I Tried;287480;2007;81.995;hip hop, pop;0.71;4;-6.142
Lady A;Need You Now;236440;2010;107.884;pop, country;0.717;4;-4.433
Ginuwine;Differences;265533;2001;62.876;hip hop, pop, R&B;0.594;3;-4.578
Selena Gomez;The Heart Wants What It Wants;227373;2014;83.066;pop;0.789;7;-4.874
SAYGRACE;You Don't Own Me (feat. G-Eazy);201493;2016;186.249;pop, R&B;0.635;7;-5.653
Nio Garcia;Te Boté - Remix;417920;2018;96.507;latin;0.675;11;-3.445
Travis;Sing;228800;2001;163.142;rock, pop;0.905;4;-5.047
Avril Lavigne;My Happy Ending;242413;2004;170.229;pop;0.936;2;-2.407
Agnes;Release Me;256213;2009;127.973;pop, Dance/Electronic;0.923;2;-3.124
5 Seconds of Summer;She Looks So Perfect;202496;2014;160.025;pop;0.951;9;-4.237
The Calling;Wherever You Will Go;208600;2001;112.027;pop;0.719;2;-5.113
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Girls Aloud;Love Machine;205360;2004;116.02;pop, Dance/Electronic;0.95;7;-4.21
Miley Cyrus;We Can't Stop;231240;2013;80.003;pop;0.622;1;-5.794
LL Cool J;Control Myself;233973;2006;120.066;hip hop, pop, R&B;0.876;10;-6.556
Post Malone;Circles;215280;2019;120.042;hip hop;0.762;0;-3.497
